common,latin,year,source,pub.year,pub.title
Limber Pine,Pinus flexilis,2002,Géographie physique et Quaternaire,2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1999,Ecology,1999,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Evolutionary Applications,2014,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1993,BioScience,1993,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2010,Forest Pathology,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2007,Canadian Journal of Forest Research,2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2010,Journal of Vegetation Science,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2008,International Journal of Wildland Fire,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2014,Phytopathology,2014,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2005,Écoscience,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1988,American Journal of Botany,1988,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2012,The American Naturalist,2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2002,"Plant, Cell and Environment",2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1996,Canadian Journal of Botany,1996,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2013,Oecologia,2013,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1980,The Condor,1980,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1977,Ecological Monographs,1977,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1995,Evolution,1995,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1970,Ecological Monographs,1970,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2009,Forest Ecology and Management,2009,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2006,Plant Disease,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2013,Canadian Journal of Forest Research,2013,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1990,Ecological Modelling,1990,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2008,BioScience,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2012,Ecological Applications,2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2008,NA,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2010,The Canadian Entomologist,2010,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2004,Geophysical Research Letters,2004,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2005,Climatic Change,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2005,Ecological Complexity,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2007,"Annual Review of Ecology, Evolution, and Systematics",2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2008,Evolutionary Applications,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2005,Ecology Letters,2005,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2006,Ecology,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,1991,Annals of Botany,1991,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2000,Paleobiology,2000,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2002,Journal of Biogeography,2002,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2011,Nature,2011,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2008,Science,2008,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2012,"Annual Review of Ecology, Evolution, and Systematics",2012,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2006,Journal of Theoretical Biology,2006,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2009,Ecological Applications,2009,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Limber Pine,Pinus flexilis,2007,Journal of Forest Research,2007,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada. [by] Committee on the Status of Endangered Wildlife in Canada."
Pink-footed Shearwater,Ardenna creatopus,2000,International Union for Conservation of Nature,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,NA,NA,NA,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2004,Emu - Austral Ornithology,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1989,Colonial Waterbirds,1989,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2004,Journal of Ornithology,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1997,Aliso,1997,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2007,Vertebrate Conservation and Biodiversity,2007,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2015,Proceedings of the National Academy of Sciences,2015,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1994,Investigaciones marinas,1994,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1947,The Condor,1947,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2008,Ibis,2008,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2004,The Auk,2004,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1942,The Condor,1942,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2013,Marine Pollution Bulletin,2013,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1989,Marine Biology,1989,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2003,Environmental Pollution,2003,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1997,Colonial Waterbirds,1997,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2000,The Auk,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2001,Waterbirds: The International Journal of Waterbird Biology,2001,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1983,Canadian Journal of Zoology,1983,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2000,Environmental Health Perspectives,2000,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2003,Journal of Industrial Microbiology and Biotechnology,2003,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2008,Marine Pollution Bulletin,2008,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2012,Heredity,2012,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2019,Universidad Peruana de Ciencias Aplicadas,2019,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1992,Journal of Biogeography,1992,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,2013,Global Change Biology,2013,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
Pink-footed Shearwater,Ardenna creatopus,1992,Oryx,1992,"COSEWIC assessment and status report on the Pink-footed Shearwater, Ardenna creatopus, in Canada ."
fin whale,Balaenoptera physalus,2019,International Whaling Commission (IWC),2013,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
fin whale,Balaenoptera physalus,2019,Department of Commerce,2021,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
fin whale,Balaenoptera physalus,2019,Food and Agriculture Organization of the United Nations,1993,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
fin whale,Balaenoptera physalus,2019,Ecology and Evolution,2017,"COSEWIC assessment and status report on the fin whale, Balaenoptera physalus, Atlantic population, Pacific population, in Canada.: CW69-14/428-2019E-PDF Publications - Canada.ca"
