Citing document Overton id,Source of citing document,Source sector of citing document,Source organisation type of citing document,Source function of citing document,Source country of citing document,Published on date of citing document,Title of citing document,Type of citation,Cited identifier,Cited title,Cited source or journal,Cited source sector,Cited source organisation type,Cited source function,Cited source country,Cited published on date
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1111/j.1748-7692.1989.tb00330.x,"MOVEMENTS, HOME RANGE, AND TERRITORIES OF MALE SEA OTTERS OFF CENTRAL CALIFORNIA",Marine Mammal Science,,,,,1989-04-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.3996/nafa.68.0001,THE SEA OTTER IN THE EASTERN PACIFIC OCEAN,North American Fauna,,,,,1969-08-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1016/j.ijppaw.2015.05.005,Sea otter health: Challenging a pet hypothesis,International Journal for Parasitology: Parasites and Wildlife,,,,,2015-12-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1016/j.marpolbul.2019.110691,"Fate of diluted bitumen spilled in the coastal waters of British Columbia, Canada",Marine Pollution Bulletin,,,,,2020-01-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1093/beheco/arx011,"Food abundance, prey morphology, and diet specialization influence individual sea otter tool use",Behavioral Ecology,,,,,2017-09-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1046/j.1365-2656.2003.00690.x,"Individual variation in prey selection by sea otters: patterns, causes and implications",Journal of Animal Ecology,,,,,2003-01-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1007/bf00392498,Severe storm disturbances and reversal of community structure in a southern California kelp forest,Marine Biology,,,,,1985-01-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1038/s41598-020-60254-5,Spatial epidemiological patterns suggest mechanisms of land-sea transmission for Sarcocystis neurona in a coastal marine mammal,Scientific Reports,,,,,2020-02-28
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1111/j.1748-7692.1991.tb00099.x,"REPRODUCTION, SURVIVAL AND TAG LOSS IN CALIFORNIA SEA OTTERS",Marine Mammal Science,,,,,1991-07-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1890/07-0794.1,A reanalysis of competing hypotheses for the spread of the California sea otter,Ecology,,,,,2009-09-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1126/science.200.4340.403,"Aleuts, Sea Otters, and Alternate Stable-State Communities",Science,,,,,1978-04-28
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1371/journal.pone.0150547,Permissible Home Range Estimation (PHRE) in Restricted Habitats: A New Algorithm and an Evaluation for Sea Otters,PLOS ONE,,,,,2016-03-22
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1073/pnas.1635156100,Sequential megafaunal collapse in the North Pacific Ocean: An ongoing legacy of industrial whaling?,Proceedings of the National Academy of Sciences,,,,,2003-10-14
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1016/0006-3207(83)90037-x,Genetic diversity in California sea otters: Theoretical considerations and management implications,Biological Conservation,,,,,1983-03-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1038/s41598-019-51114-y,Marine heat wave and multiple stressors tip bull kelp forest to sea urchin barrens,Scientific Reports,,,,,2019-12-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1111/j.1523-1739.2008.00937.x,A Standard Lexicon for Biodiversity Conservation: Unified Classifications of Threats and Actions,Conservation Biology,,,,,2008-08-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1073/pnas.120163397,"Long-term impacts of the Exxon Valdez oil spill on sea otters, assessed through age-dependent mortality patterns",Proceedings of the National Academy of Sciences,,,,,2000-06-06
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.7589/0090-3558-37.4.686,EFFECTS OF PETROLEUM ON MINK APPLIED AS A MODEL FOR REPRODUCTIVE SUCCESS IN SEA OTTERS,Journal of Wildlife Diseases,,,,,2001-10-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1371/journal.pone.0032205,"Genetic Diversity and Population Parameters of Sea Otters, Enhydra lutris, before Fur Trade Extirpation from 1741–1911",PLoS ONE,,,,,2012-03-05
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1897/03-53,"PROFILES OF POLYCHLORINATED BIPHENYL CONGENERS, ORGANOCHLORINE PESTICIDES, AND BUTYLTINS IN SOUTHERN SEA OTTERS AND THEIR PREY",Environmental Toxicology and Chemistry,,,,,2004-01-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.7589/0090-3558-39.3.495,PATTERNS OF MORTALITY IN SOUTHERN SEA OTTERS (ENHYDRA LUTRIS NEREIS) FROM 1998–2001,Journal of Wildlife Diseases,,,,,2003-07-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1002/etc.627,"Hydrocarbon concentrations and patterns in free-ranging sea otters (Enhydra lutris) from British Columbia, Canada",Environmental Toxicology and Chemistry,,,,,2011-10-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.2307/1376994,Tool-Using Behavior of the California Sea Otter,Journal of Mammalogy,,,,,1964-05-20
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1016/j.scitotenv.2016.08.145,A preliminary spatial assessment of risk: Marine birds and chronic oil pollution on Canada's Pacific coast,Science of The Total Environment,,,,,2016-12-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1093/beheco/aru220,Ecological drivers of variation in tool-use frequency across sea otter populations,Behavioral Ecology,,,,,2015-01-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1007/s00442-014-3206-1,The cost of reproduction: differential resource specialization in female and male California sea otters,Oecologia,,,,,2015-05-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1098/rspb.2018.0553,Sudden collapse of a mesopredator reveals its complementary role in mediating rocky reef regime shifts,Proceedings of the Royal Society B: Biological Sciences,,,,,2018-07-25
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1371/journal.pone.0012576,Evidence for a Novel Marine Harmful Algal Bloom: Cyanotoxin (Microcystin) Transfer from Land to Sea Otters,PLoS ONE,,,,,2010-09-10
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1111/j.1748-7692.2001.tb01272.x,AN ESTIMATION OF CARRYING CAPACITY FOR SEA OTTERS ALONG THE CALIFORNIA COAST,Marine Mammal Science,,,,,2001-04-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.2460/ajvr.2005.66.289,Evaluation of cardiac lesions and risk factors associated with myocarditis and dilated cardiomyopathy in southern sea otters (Enhydra lutris nereis),American Journal of Veterinary Research,,,,,2005-02-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.7589/0090-3558-46.4.1214,PERSISTENT ORGANIC POLLUTANTS IN THE BLOOD OF FREE-RANGING SEA OTTERS (ENHYDRA LUTRIS SSP.) IN ALASKA AND CALIFORNIA,Journal of Wildlife Diseases,,,,,2010-10-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1007/s00244-017-0408-7,"Oil Spills and Marine Mammals in British Columbia, Canada: Development and Application of a Risk-Based Conceptual Framework",Archives of Environmental Contamination and Toxicology,,,,,2017-07-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1016/j.marpolbul.2017.09.047,Ecosystem features determine seagrass community response to sea otter foraging,Marine Pollution Bulletin,,,,,2018-09-01
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.3354/esr00327,Sea otter mortality in fish and shellfish traps: estimating potential impacts and exploring possible solutions,Endangered Species Research,,,,,2011-03-17
governmentofcanada-7d765b81257f04af8ae85033a6648591,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2022-01-01,"COSEWIC assessment and status report on the sea otter, Enhydra lutris, in Canada.: CW69-14/80-2022E-PDF Publications - Canada.ca",scholarly,10.1111/j.1748-7692.1998.tb00775.x,ATTACKS ON SEA OTTERS BY KILLER WHALES,Marine Mammal Science,,,,,1998-10-01
